tau,spd_per_day,precision,recall,f1,signals
0.45,88.58271896195812,0.6477587476979743,0.9941068235865924,0.7843105746235501,1043
0.46,87.05396638159834,0.6542292824630024,0.9940644456773489,0.7890033058584693,1025
0.47000000000000003,85.69507519905632,0.6626326638186725,0.9955177070561686,0.7955190017016449,1009
0.48,84.25125331760543,0.6651370541006245,0.9954393973978544,0.797285269247886,992
0.49,83.14715423179003,0.668988745240785,0.9954018726244553,0.8000113744700021,979
0.5,82.12798584488351,0.6750145677658189,0.9954030062287866,0.8043128948617755,967
0.51,81.19374815688587,0.6764683964352565,0.9953603449585897,0.8053379953379953,956
0.52,79.91978767325273,0.6775864096464012,0.9953025508808938,0.8061125806183032,941
0.53,78.5608964907107,0.6827715355805244,0.9952474794223324,0.8097908616867437,925
0.54,77.54172810380419,0.6808819430427804,0.9951764524580058,0.8083999240899262,913
0.55,75.75818342671778,0.683456245340426,0.9950641025641025,0.8102112501504883,892
0.56,74.56915364199351,0.688733939611379,0.9950261723246672,0.8138729079497908,878
0.57,73.46505455617812,0.6928368019869818,0.9949815049964115,0.8168148671776174,865
0.58,72.02123267472722,0.6971878828377325,0.9949134088666598,0.8198255432282011,848
0.59,70.74727219109407,0.6976977063637728,0.9948189872674998,0.8201551315028613,833
0.6,68.45414332055441,0.7024127199334422,0.9946916326782845,0.8233619138350798,806
0.61,66.84046004128575,0.7079406022523047,0.9946021132152518,0.827116886555178,787
0.62,65.5664995576526,0.7101259445843828,0.9945314147164241,0.8285532681561691,772
0.63,63.86788557947508,0.7091169140138212,0.9943738859180036,0.82780351283536,752
0.64,62.424063698024185,0.703622039073849,0.9941916389197188,0.8240131746144697,735
0.6499999999999999,61.48982601002654,0.7059283919885769,0.994131722017779,0.8255838242052054,724
0.6599999999999999,59.451489236213504,0.7116146152275975,0.994023713903232,0.8293564955017916,700
0.6699999999999999,57.498083161309346,0.7256111402130261,0.9959839357429718,0.8393905478815578,677
0.6799999999999999,55.37481568858744,0.7305957995613168,0.9958847736625515,0.842558017141998,652
0.69,53.251548215865526,0.7436496305794712,0.995850622406639,0.8510592160133446,627
0.7,51.46800353877912,0.7533489563463949,0.9957264957264957,0.8572549158171829,606
